4033,592,120,17436
13804,8402,238,77594
5800,864,76,25832
10998,5321,184,62142
4060,1035,86,26998
6389,1041,99,27718
10178,4838,172,59364
6334,1764,115,36075
9191,2040,112,38868
11372,3115,157,47356
6022,896,84,25624
9308,2090,133,39154
9746,6189,175,67466
6120,2120,114,39235
17371,14825,321,104206
6663,1417,109,33008
67345,155194,1096,326834
4712,949,84,23016
13914,3332,150,49230
34179,78150,667,233658
15477,11515,260,91667
14673,7369,259,73564
5781,1282,101,30828
4210,577,68,21017
68785,137880,969,308727
