10887,5081,245,56270
12725,5040,208,60602
12487,5351,193,61864
80202,247623,1471,407982
11451,4676,187,54870
7536,2121,146,37574
5766,776,81,22160
7662,1718,117,34710
4315,1161,91,27751
4208,702,82,22788
7860,2494,154,42204
5350,1352,116,29060
8375,2126,149,37378
14492,4307,190,54078
8979,2493,137,40786
7117,1822,144,35474
7169,872,77,26604
63189,158396,1129,327554
8159,2214,136,38584
12514,1768,128,36578
6921,1166,96,27014
5466,615,86,20214
12442,4199,192,54218
44366,92013,883,248670
10073,1835,147,35658
