4049,1026,136,23796
74920,246276,1296,407542
12012,2895,155,42986
74303,225209,1225,388528
13553,4918,161,56486
10033,3292,144,46800
13630,3536,151,48808
7126,1736,107,34418
9060,2094,117,38712
12554,7980,235,74412
6261,906,73,24738
6001,1311,108,29564
15220,6761,228,70494
30133,47156,558,179885
8850,2181,119,41084
9143,1600,111,32922
11051,4419,174,55126
13767,5871,201,63520
5103,1367,99,31196
7224,2088,136,39625
13338,2746,131,43088
6767,1268,117,29650
4290,609,62,20742
13320,3787,163,51870
10946,2014,118,37316
