21422,14225,408,98620
16240,5446,236,62454
76216,199422,1330,369042
77831,243525,1456,407542
9043,2809,150,45254
7395,1774,123,36077
13470,4693,167,58578
14936,9860,302,84914
8286,3420,179,49694
11000,4992,189,60258
15517,7596,262,74130
11793,4052,198,54628
7615,2216,162,40048
5989,1769,148,36338
3302,604,69,21292
9705,4553,180,57362
6316,1597,124,34318
9820,4431,173,56756
7812,2301,152,40765
18622,16046,368,107807
12364,5703,209,63806
7571,1505,122,33634
16153,5386,182,62508
14119,6627,250,69294
5158,540,66,19838
75153,243369,1421,407482
9877,2969,151,45810
36466,58846,674,203282
81162,180412,1257,350647
88348,243516,1459,407622
3477,1294,100,30562
7902,3199,167,48170
3653,825,94,24238
13603,5058,212,60050
9028,2896,180,45816
9642,3470,162,49880
14810,4887,186,59734
9725,2784,153,45260
81781,244356,1437,407622
13204,5141,205,61434
59444,138979,1071,307947
68079,139584,1075,308397
7744,1463,122,32360
6741,2473,148,42553
4833,937,75,26399
10166,3636,202,51610
3376,651,83,22237
55915,139833,1070,308157
3300,287,48,13520
8451,3418,151,50028
10779,4786,209,58508
7226,1930,143,37237
6713,1326,111,31144
12702,6741,209,69600
11138,4269,175,56178
4050,632,83,21740
4811,1178,106,29614
7331,1792,125,35820
7379,1420,113,32010
6264,753,91,22968
8876,3924,173,53284
11568,3797,172,52076
8164,1882,115,36918
65839,137712,1001,306117
55811,139258,1026,307707
23479,30822,496,146730
6973,1421,132,32130
3105,568,70,20584
15524,4818,218,59386
2294,448,80,18666
6510,900,95,25784
10547,4188,181,55640
14147,3676,180,52192
6832,1113,97,28754
9968,3628,186,52044
5849,994,94,26713
11621,3236,139,48038
7938,3629,170,51333
8713,1256,102,30360
29034,40113,607,167302
5342,185,30,11460
8006,2471,117,42292
6124,1571,102,33124
4925,1083,110,27848
5679,857,81,24718
12638,3880,178,53238
3788,344,52,15850
42719,90072,856,248214
46979,88867,846,247422
47186,89948,796,248478
7477,2210,132,40370
8527,933,83,25962
18514,16577,416,109128
9752,1757,120,35668
41832,88842,904,247698
8401,2133,160,39460
11019,3520,163,49704
5627,503,52,18552
9462,2439,129,41421
3150,542,73,19656
14024,7607,283,74242
9658,2751,141,45428
6683,1404,123,31726
