4651,1570,151,29984
13001,7642,212,70306
13610,3727,166,50304
103991,259446,1389,408062
7431,1960,161,30890
93031,256688,1393,407822
4412,937,76,24873
6719,1609,104,33736
77123,253097,1449,407702
8217,2183,146,38164
8701,2714,161,43736
8659,2287,153,40887
5843,1515,117,32632
5912,808,92,23384
15788,8229,263,77398
3005,236,48,12878
5764,882,87,24456
18336,10557,294,87224
10226,2644,169,43296
14277,5585,204,61656
59797,140731,1041,308367
9662,2365,131,40224
11510,5203,201,60200
5672,925,88,25072
53017,140148,1002,308112
