6822,1451,177,29608
8415,3778,159,52809
6698,1655,88,34630
14331,4008,143,54176
77998,241841,1290,408142
8447,2285,119,38096
86247,240951,1345,407542
7669,2221,148,40906
18403,7509,209,74300
70708,240241,1246,407462
13552,3357,138,49845
5811,1166,87,29195
11315,7289,200,73298
6343,1834,108,36786
5465,1882,105,36658
3163,567,74,20921
7486,1933,119,37809
9899,4205,167,55748
62218,136006,950,306837
37434,55402,623,197406
9585,2426,136,42160
15597,10834,256,89478
13214,4232,169,56156
3241,505,59,19282
52883,120399,906,288616
