x,BikeIsUsed(x),BikeIsUsed(x)_CI/2,BikeIsUsed(x)_Var,BikeIsUsed(x)_NSamples
0.0,1.0,0.0,0.0,20
20.0,0.95,0.070590137232662,0.048717948717948684,40
40.0,0.95,0.070590137232662,0.048717948717948684,40
60.0,0.8833333333333333,0.08362878440632758,0.10480225988700559,60
80.0,0.8125,0.0874077807255806,0.15427215189873417,80
100.0,0.7875,0.09160992366297964,0.16946202531645574,80
120.0,0.7375,0.09853339323461394,0.19604430379746832,80
140.0,0.725,0.09999381153994878,0.20189873417721524,80
160.0,0.72,0.08953994839164116,0.20363636363636362,100
180.0,0.7,0.09138632714777507,0.21212121212121213,100
200.0,0.67,0.09377043854850939,0.22333333333333333,100
220.0,0.67,0.09377043854850939,0.22333333333333333,100
240.0,0.66,0.09446762612958251,0.22666666666666666,100
260.0,0.64,0.09572223123169761,0.23272727272727273,100
280.0,0.6,0.09769609314931786,0.24242424242424243,100
300.0,0.58,0.09842608656189575,0.24606060606060606,100
320.0,0.56,0.0989901375209534,0.24888888888888888,100
340.0,0.54,0.09939107127012266,0.2509090909090909,100
360.0,0.51,0.09969071340689964,0.2524242424242424,100
380.0,0.5,0.09971065753301835,0.25252525252525254,100
400.0,0.5,0.09971065753301835,0.25252525252525254,100
