x,BikeIsUsed(x),BikeIsUsed(x)_CI/2,BikeIsUsed(x)_Var,BikeIsUsed(x)_NSamples
0.0,1.0,0.0,0.0,20
20.0,1.0,0.0,0.0,20
40.0,1.0,0.0,0.0,20
60.0,0.925,0.08530975985939894,0.07115384615384612,40
80.0,0.9,0.09716692882352895,0.09230769230769234,40
100.0,0.85,0.09301975087791607,0.12966101694915252,60
120.0,0.775,0.0935146996074797,0.17658227848101268,80
140.0,0.75,0.0969702262401827,0.189873417721519,80
160.0,0.7375,0.09853339323461394,0.19604430379746832,80
180.0,0.68,0.09302528759654786,0.21979797979797977,100
200.0,0.67,0.09377043854850939,0.22333333333333333,100
220.0,0.67,0.09377043854850939,0.22333333333333333,100
240.0,0.63,0.09628147005738844,0.23545454545454547,100
260.0,0.61,0.09726773364659316,0.2403030303030303,100
280.0,0.58,0.09842608656189575,0.24606060606060606,100
300.0,0.57,0.09872865747716716,0.24757575757575756,100
320.0,0.56,0.0989901375209534,0.24888888888888888,100
340.0,0.54,0.09939107127012266,0.2509090909090909,100
360.0,0.51,0.09969071340689964,0.2524242424242424,100
380.0,0.51,0.09969071340689964,0.2524242424242424,100
400.0,0.5,0.09971065753301835,0.25252525252525254,100
