x,BikeIsUsed(x),BikeIsUsed(x)_CI/2,BikeIsUsed(x)_Var,BikeIsUsed(x)_NSamples
0.0,1.0,0.0,0.0,20
20.0,1.0,0.0,0.0,20
40.0,0.925,0.08530975985939894,0.07115384615384612,40
60.0,0.9,0.07815222274535572,0.09152542372881353,60
80.0,0.8666666666666667,0.08855549084649303,0.11751412429378526,60
100.0,0.8333333333333334,0.0970853792507337,0.14124293785310738,60
120.0,0.8125,0.0874077807255806,0.15427215189873417,80
140.0,0.7,0.09138632714777507,0.21212121212121213,100
160.0,0.67,0.09377043854850939,0.22333333333333333,100
180.0,0.62,0.09679640297381126,0.237979797979798,100
200.0,0.59,0.09808204449518403,0.2443434343434343,100
220.0,0.57,0.09872865747716716,0.24757575757575756,100
240.0,0.52,0.09963085707403004,0.25212121212121213,100
260.0,0.5,0.09971065753301835,0.25252525252525254,100
280.0,0.47,0.09953101652678158,0.2516161616161616,100
300.0,0.47,0.09953101652678158,0.2516161616161616,100
320.0,0.45,0.09921085159099381,0.25,100
340.0,0.42,0.09842608656189575,0.24606060606060606,100
360.0,0.42,0.09842608656189575,0.24606060606060606,100
380.0,0.41,0.09808204449518404,0.24434343434343436,100
400.0,0.4,0.09769609314931786,0.24242424242424243,100
