150347,13912,712,79675
558392,222255,1690,407222
610849,212558,1582,407162
61665,2277,262,30418
190642,11684,400,74278
71305,2122,204,29260
84164,3656,310,37638
135557,6021,292,48896
107711,21498,757,40532
245828,58109,1342,62132
170679,43463,1397,47222
101675,13076,711,42736
184369,103217,2209,80746
97330,17617,988,26799
137123,26745,1502,34960
536228,109753,3192,81667
106355,14911,781,23318
77907,1902,282,21886
124853,26490,999,33091
103068,18441,978,38740
514438,162171,2408,109162
908352,642725,6117,248214
48723,2827,243,10822
230317,86084,1991,77585
143944,34191,1322,40850
