77266,3316,730,36330
71724,5917,382,52654
67183,3585,327,40894
64634,1126,229,22148
129786,7307,357,57918
152344,40971,1335,45558
749225,1409883,9510,388684
208247,52489,1830,54108
73441,2247,403,26832
933236,1134959,9724,351940
177794,20323,752,34448
94112,11402,819,36984
691546,213947,3440,161374
144985,26577,1338,36979
157420,20001,922,35634
153998,35192,1451,43176
110112,11772,679,25272
149085,40630,1900,71030
1213246,1106210,10200,327522
138215,28446,844,43688
194289,52400,1774,58874
110071,7740,581,17152
253993,67165,1621,69080
113811,27176,1136,36616
94545,8868,639,16772
