81858,9261,794,62236
102209,6300,395,52950
164152,10111,505,71576
84378,1528,284,25020
635332,217383,1885,406942
66802,2931,313,31656
81870,5501,454,46506
129100,5519,420,47702
78655,767,192,16906
105921,2251,270,27162
223843,15623,743,34092
101484,8170,511,45222
240681,53668,1428,54260
171421,33058,1542,39368
667900,902816,8378,327458
86604,20921,922,30659
169841,27265,1381,47948
174310,59004,1823,81686
126411,19116,692,28642
88126,10334,893,19942
164906,17477,1092,34872
635339,517531,6572,246606
689848,671816,8559,248658
166364,12933,1320,26440
115390,24804,1184,33806
