94341,3609,728,33694
98521,2721,258,33538
799055,228620,1615,407862
55449,827,192,17726
90996,3089,324,33206
60808,2559,217,33077
595831,201835,1698,388311
178844,58680,1085,61461
212379,48120,1898,48960
132480,31485,1032,39808
250534,68598,1553,58373
168260,20034,1234,38608
138167,33737,1310,38352
145707,37554,961,44374
215909,63713,1582,59998
356155,140516,2563,94592
1064702,1147245,9953,308607
78460,11825,879,19920
119901,15435,934,28376
131644,24501,900,33175
150222,20195,1148,28408
731378,481881,5811,227692
73733,6643,415,14159
669221,453264,5089,228759
74345,5845,408,12710
