132376,5905,522,43948
133135,4043,324,43722
124024,8249,452,62052
136730,14366,533,86506
76747,4527,388,43958
51779,1307,123,22674
61599,1615,280,27780
122145,5641,341,47414
62785,2332,194,30662
464200,35864,714,149400
826074,673029,6558,273710
195524,48626,1670,50386
1061685,1105925,8129,326930
218887,45731,1887,53170
80104,11228,670,21924
163049,38115,1297,42016
168446,27378,1261,35325
950913,967958,9195,308637
371501,137674,2704,87598
196330,37642,1215,49320
208706,32315,1268,41350
96242,9644,682,16451
171146,11983,852,44104
180951,17661,784,36598
140267,30139,1342,36788
