103399,2311,673,27385
151401,17907,694,99100
383741,80518,1135,238442
136222,12101,378,77492
98400,5001,410,45420
73718,3800,334,39690
95618,2366,154,30885
66731,1969,321,30910
216615,7168,411,60682
38603,1180,172,19267
615961,164483,1537,350266
168293,28799,1172,64494
124207,26293,1187,33502
153861,38055,1385,48302
227221,47828,1725,57686
145350,46712,2103,49828
146922,26828,1353,33811
82649,19345,1238,26867
812926,1597514,12658,408142
194887,61158,1693,55080
1270925,1802562,13493,408342
191995,84022,1959,70608
103906,25336,1323,30970
271040,87825,1986,72578
75110,3423,185,24370
147354,73390,2033,61258
57483,2023,245,23928
585228,135314,2746,97190
365402,110621,2500,110932
234869,38636,1086,43970
187298,46424,1923,48468
154344,44516,1154,56589
144578,21938,1185,42411
115977,19014,875,28866
130477,29210,1484,51140
852387,1546779,12650,407342
128603,55105,2085,51826
76763,7648,574,33619
220494,70494,2182,60140
177319,26697,1583,34144
265000,45039,1639,56458
162361,40651,1305,53078
177286,32706,1480,41447
119458,28482,1020,35672
325082,47308,1481,52108
107697,31030,1277,39092
80651,17676,1049,27638
147340,29229,839,45256
164593,29184,1334,40262
67855,5686,387,19122
1028542,1849916,11709,407542
1098152,1865557,13297,407142
896840,1723665,12381,407942
271284,90538,2152,72336
154541,26038,1126,32354
177670,44259,1682,46858
302930,125436,2216,98454
260195,98036,2319,80528
353440,93557,2182,78494
175853,46322,1807,63240
107754,16899,969,24778
98373,8021,833,28840
104190,20216,963,28284
1088917,1347087,11128,347639
83937,11460,918,21469
94556,22030,1013,30786
69112,14440,763,23588
138860,34999,1022,47994
883733,1177164,8963,347911
818724,1153067,9649,347945
84086,6990,475,19764
127283,37110,1057,41186
137830,24241,1054,39802
852708,1168702,9783,347979
185912,68365,1959,60023
1098919,1397565,10543,348217
322707,52721,1954,52898
1092833,510085,5487,198574
1021771,1245199,11335,347979
188816,34435,1101,44040
110026,15581,936,29957
186553,52724,1765,54380
309126,56169,1844,53236
134289,46600,1641,47410
121103,22158,1211,31836
70378,10570,658,18608
194262,43417,1383,52612
164051,35711,1706,54868
137463,29199,1165,36764
124766,39564,1459,45381
167576,35336,1387,75070
112381,17216,839,25260
167762,40917,1538,69372
160354,29035,967,35448
970033,1147802,9075,328098
216242,43090,1524,45048
82754,6277,324,31016
88112,10295,827,18794
144757,17135,1116,27380
223079,71943,1870,66546
