9472,2349,253,29166
14143,3859,308,44500
16514,3971,261,42196
10117,2187,138,25440
11254,5500,202,37764
9246,2707,133,30351
11962,4466,187,38046
22265,4529,247,37308
28383,8544,236,43760
11350,1888,129,16893
143666,117788,2149,293148
31829,16125,613,89942
14704,5609,295,45640
17311,7603,384,54910
173003,175526,2664,407942
6269,2076,60,30282
9098,2633,112,41992
16096,7168,254,37576
18411,4485,197,37495
18628,3330,166,27730
28847,7398,237,42755
30525,8894,237,43848
54544,11348,479,78980
39375,8501,307,49264
68871,23453,578,77342
16896,2774,144,20481
15561,3882,212,23996
129443,41804,901,143380
39401,8398,346,54580
121904,36133,938,139908
25942,7459,270,30300
21107,5256,177,26980
21423,4783,161,32722
39533,11755,290,51988
201650,198826,2834,388197
146322,179233,2609,387817
8622,4623,162,43760
18110,11856,453,56764
22305,5484,197,35182
25227,4661,210,33934
26087,5173,166,28814
40244,8921,249,43234
29218,10815,279,34504
61339,18163,465,67306
25119,5519,205,33144
34016,6106,235,41780
39630,10093,242,39319
55141,14041,388,60792
25922,5684,184,31541
44322,13697,337,46186
66383,19153,449,70556
44947,12465,426,47270
327794,224883,2520,368292
15580,10134,379,56531
10952,4712,212,36850
52109,35083,1150,171294
13584,4570,183,60760
252112,214752,2818,367032
222099,122612,1894,261342
24555,5984,267,29090
19449,6361,221,20247
27548,8737,231,39776
40418,13339,354,34348
46149,12525,276,51982
43252,10292,264,52760
16002,6082,164,19438
37484,10209,248,45718
38043,13305,341,41086
36863,9687,240,34936
37677,10170,228,41644
12542,3518,131,18921
35134,10845,298,36740
54612,13556,325,50568
36288,9743,274,52664
44211,23589,432,63922
112809,119133,2066,347843
80055,101731,1716,348285
21166,8579,326,50684
19425,3902,151,25404
52411,18664,365,71377
17564,6371,175,28570
32559,10309,284,40184
33067,12750,313,32868
42108,15273,335,35858
44494,12978,272,41286
25236,6570,185,28126
35958,9942,206,36926
50918,12600,655,56486
26373,6453,188,27678
31801,9185,218,37694
32781,9654,215,33630
56259,20063,314,56512
27344,6583,187,30218
151075,103986,1838,288728
17212,7519,331,50164
119300,109231,2171,288700
60670,71153,1517,288448
10924,2565,140,28632
33421,11531,270,54846
19037,3086,135,23284
