13683,4125,362,40408
15689,5356,270,47670
8592,4657,181,29213
22880,11467,448,77178
25462,11193,578,66966
4698,1639,70,15703
16417,8919,333,54606
10547,6387,157,30199
9318,3948,134,27542
7911,3478,140,28118
15123,6874,186,45572
27456,7141,234,47737
27138,5952,208,36916
48369,15244,367,59322
22822,3555,148,26269
21005,10272,351,68400
8772,2585,119,47524
19958,9851,322,83918
23834,4137,180,30286
52805,12696,387,71970
12626,2187,81,20172
27087,9172,222,32932
28225,8592,240,33314
15310,8174,222,33322
45126,16251,425,75080
37033,14417,394,57670
30487,13734,358,69830
19586,7011,205,30982
51617,13128,385,62430
44363,12578,369,61070
43259,9534,303,48730
33477,8334,335,53596
39453,9680,326,52590
105372,50936,933,155086
63329,27034,740,127394
16266,8781,240,49908
3854,1448,84,30207
11027,5467,190,47224
14159,6365,244,29985
25557,9849,349,58230
33801,13383,288,54445
48465,16495,407,66040
27138,6379,261,33464
23038,18553,327,45918
164034,59318,1302,123448
432007,305180,3009,348115
21112,7199,265,26643
426219,301056,2896,347843
443959,333632,2874,347673
46959,13038,445,57535
41697,15109,405,32108
18705,9312,197,36460
25896,14608,325,38796
133306,169283,2384,347622
10216,6122,253,36126
18860,7906,260,98768
71054,101550,1772,347673
84503,142933,2399,348013
9415,2714,114,24918
294538,158868,2290,240235
11811,7073,209,21998
17009,6313,145,22654
7899,1235,65,16098
19137,9982,253,39198
28645,8943,217,37302
31202,8151,209,40654
42498,12661,277,63896
25221,6365,210,33060
14349,3939,174,22013
49756,20964,370,62066
155110,256985,1606,62566
423669,141860,1498,270837
4728,3032,90,17666
10817,4392,207,38642
7086,2376,137,28030
238181,328163,1708,308757
62816,91179,1562,307947
69603,98195,1609,307977
8935,7447,234,21236
116287,215569,604,54630
4839,2805,91,17999
11014,11699,291,19641
16477,17018,385,30483
30824,22222,318,57412
25049,24101,469,38540
38801,32357,435,66086
23674,24858,383,38524
24929,15209,392,26246
131493,122328,1267,215736
77822,73244,1012,109532
67072,80831,892,77128
12657,10798,318,18414
13332,7606,239,27714
21422,17526,480,64178
134293,122981,1533,248040
4679,7052,202,17895
52435,61104,1421,267259
6147,2209,81,28512
18132,19560,474,23509
26634,36730,756,41394
