6656,417,43,29980
2194,400,33,31808
5771,529,25,40844
6667,854,32,46224
6182,860,29,34332
2670,428,23,25342
6130,1297,50,55790
5787,770,29,49528
3655,441,30,32723
3832,416,30,32524
4220,385,25,34206
3897,629,37,39005
6484,760,37,46240
3668,656,26,35292
6746,798,36,48212
16538,31941,216,369024
27382,40678,226,407902
4443,397,19,29985
7969,1184,43,47588
7975,2132,62,69618
4514,726,38,34484
11622,3873,68,119086
16953,23691,170,312640
6551,1501,36,58700
3695,445,30,25945
4527,1120,49,52070
21626,36893,224,387779
10495,1448,45,36698
22495,38133,214,387399
910,318,23,22868
12044,1013,37,50648
3580,511,30,27546
4928,710,26,48584
1330,257,19,20217
3870,964,39,28372
6303,1566,43,45096
20348,36210,258,387665
3335,734,38,35480
7021,1510,35,69802
5116,693,34,31291
7790,920,32,35472
17162,20797,184,292714
9848,1477,56,45442
3918,771,30,30976
8135,1494,36,61450
3234,505,26,28454
7181,947,28,53868
7161,1591,41,59862
2653,332,12,28498
6940,1142,37,56246
3163,607,24,31798
2909,292,16,30311
4185,480,14,37781
10399,1291,29,39312
6062,1148,46,46534
2023,371,20,28186
9468,1084,31,36598
3077,888,38,22676
6157,1039,27,44960
4094,651,31,38034
4565,1401,42,53776
23493,32697,266,348081
6545,1025,37,28714
6421,797,24,37734
2842,261,23,22346
3045,802,29,34320
30563,29795,196,347843
10268,2846,61,72580
3788,671,23,29972
18239,17001,134,255158
6402,1132,36,44348
8537,1032,38,50686
2650,639,20,25460
8439,2425,52,64992
21627,30199,260,348319
3997,937,46,34764
6483,1115,38,46148
4566,567,25,29466
6443,1827,58,69192
19481,30727,241,347911
4472,1801,48,35515
18968,23833,228,308847
3034,888,17,23233
5558,940,30,35575
16314,23559,202,308277
2751,506,19,27326
1724,395,20,23894
8541,1417,28,46343
3891,355,11,31120
8033,749,37,47026
17729,12145,118,220987
8255,1174,41,44408
11272,1325,41,64646
4232,307,18,24978
4630,985,38,47467
18881,24380,185,307737
5007,1757,50,45004
2319,465,25,21056
2812,753,22,34560
4097,425,26,22453
