12970,1315,185,20854
15248,2655,221,31285
17256,4041,345,41242
18910,3722,285,39904
14439,4884,217,45991
23113,5480,242,49686
22894,12952,372,59666
13680,5690,168,36168
39378,15579,405,71340
26602,6460,298,48735
37560,10850,389,60414
40703,14266,481,79456
63545,44963,1344,182466
162770,189310,2954,407822
17819,8430,420,51523
10296,3143,219,40568
11238,4913,263,38772
121589,173472,3227,406902
17702,4935,230,43574
24760,6413,303,50927
14164,4291,129,23342
16525,4127,167,26318
21331,5195,221,26298
12596,2143,90,20320
42086,13623,313,51062
37871,9280,281,58298
66586,19877,538,80072
37538,10483,347,45201
34238,7077,287,44750
29852,6811,216,32495
40986,11304,398,50584
43567,12569,349,50448
284538,215822,3068,388045
12768,6975,304,39266
12975,5239,266,36307
16290,6948,354,54082
13251,5357,197,68484
239415,195010,2874,388121
130836,69376,1591,186542
29059,8201,276,33786
19230,4776,136,26792
33510,9719,249,42922
34192,11348,273,36980
57436,17706,388,63054
42199,12161,270,52430
26192,8495,282,32008
26515,7756,250,30358
27944,6901,254,31838
44919,13385,363,49063
37443,11625,404,49578
137924,52371,1141,171400
18935,6973,254,34068
8234,2355,92,23319
198699,156358,2571,368256
10363,4990,195,47373
9560,2773,135,44604
5795,2200,92,37118
26520,9334,415,66624
32682,9939,336,42964
35375,10457,304,41559
16761,3825,123,24219
20195,5642,169,22384
33076,9621,266,35122
39278,10048,260,53796
28218,7182,175,31889
46775,14570,320,55628
16881,3808,103,21154
57616,18092,414,65566
28929,7034,226,36287
29487,6668,232,28402
27786,6195,206,32642
71490,22421,501,83852
74114,25717,583,81096
283895,165062,2259,308487
32117,15791,563,57336
20162,7615,317,35832
22326,10503,497,75636
188725,143065,2720,308307
236834,150174,2263,307917
50938,15644,353,49974
34229,9167,248,34544
33661,9785,274,38160
49811,14445,317,53674
50776,15687,326,51260
19508,6119,157,23618
37157,11966,240,38631
32973,10215,308,33200
23191,6047,186,27248
32189,7835,215,35088
19673,4084,143,23760
29700,6925,194,32537
18515,3425,163,24174
38198,15416,446,63582
151425,89651,1668,286880
8062,3467,111,25660
6113,1615,114,31950
20064,11561,436,105019
5673,1962,100,20954
33088,11883,323,47798
11536,2156,110,18210
