4805,852,87,45152
7006,1034,25,45238
11057,1264,51,61358
36772,42698,259,407662
11544,2054,51,72068
7905,1626,47,56238
20983,38975,237,407782
27490,49917,359,407782
1128,358,19,20376
5591,1049,33,50780
4467,698,27,37319
8254,1264,55,56952
14453,4226,86,126730
4011,618,32,36410
3509,621,23,43432
4791,446,23,31012
5698,1390,40,64678
8674,1423,49,65848
3290,828,33,24754
10529,1190,47,59906
21235,19527,170,274315
14874,3772,74,75370
2955,633,22,35070
22390,20132,184,275999
3131,616,21,30159
23920,38384,276,387855
9784,2216,56,54482
7261,2310,54,64541
6812,1451,32,59560
8564,2464,54,58372
21967,11835,136,204480
9704,2215,57,44368
9268,1374,40,47908
6996,1600,28,35178
3728,874,35,40780
7044,2606,62,66926
25799,36838,237,387266
5876,1142,33,53064
2990,437,21,29044
4324,960,35,27860
5142,1042,37,32842
2103,354,18,30988
5486,768,31,43220
3814,638,22,29521
22834,30091,228,328098
3120,972,38,27326
8752,1538,50,67924
10327,2523,55,61780
20269,28421,197,327154
6876,1597,48,58164
5867,818,30,42272
19445,26226,191,328418
2945,540,28,33260
8432,2013,50,80382
3457,1623,39,76918
4540,396,20,27292
3412,222,5,19134
3921,354,25,28430
22585,27751,211,327938
13509,2550,54,61466
4502,905,25,46568
6261,990,35,56376
9544,2807,53,94926
7894,2123,58,57388
20726,22573,197,306927
4461,967,29,43423
19102,22353,190,288066
9938,2440,101,51329
7903,1516,61,29496
4135,1044,40,32716
5049,949,47,31348
6718,1281,47,42824
4485,1395,40,44464
5520,1096,30,40678
21682,23833,194,307737
26203,26617,246,307422
7096,2444,54,52698
3147,332,12,16152
2304,643,34,46144
4342,379,22,23618
6162,898,21,42532
4497,466,27,30452
7901,1148,28,57506
18403,20299,161,287090
2900,814,28,30240
9218,1926,52,45938
17692,18955,143,288392
4223,436,15,21637
1403,239,11,18660
2794,455,21,24478
5669,844,30,39808
5948,658,25,25782
6161,635,26,26510
13010,2463,53,79840
9642,1390,36,49466
16205,19928,176,288196
2329,388,35,22470
3709,484,15,33824
790,244,17,20026
5471,1210,41,57538
