10499,2401,210,35616
13844,2781,227,37196
14156,4540,330,55513
11453,3634,134,32076
25568,8867,295,68356
15574,6593,183,38407
12668,3950,159,38156
10088,4147,160,43700
26036,12226,343,69258
16175,4273,161,34176
19893,4913,202,42998
26010,7051,321,49234
39200,11111,423,76456
32115,11114,506,74328
122485,147505,2519,408222
12778,4945,186,67477
12757,6170,270,86000
34043,15522,607,96394
20437,7461,422,70202
24959,5375,255,47334
16837,7052,230,46486
16516,7425,226,44172
23774,10962,304,64636
8532,5112,175,33588
6506,2523,122,27649
15324,8699,277,46094
28841,18253,378,72428
27085,14238,345,59266
29238,20686,435,60736
16039,10058,282,30666
28349,15007,316,42906
52694,17117,512,55388
146390,155229,2206,367788
6732,2648,86,26674
8029,2414,127,37425
5090,1985,85,30251
10300,4266,164,57632
18223,7796,373,49466
31976,9295,256,45696
40466,9581,296,39496
14389,3821,152,20738
24503,6455,204,28556
26784,6914,157,33056
56633,15565,309,61080
39449,10699,287,48991
52329,14199,339,64740
40668,13839,303,49884
47933,13918,296,53714
56057,17480,398,52762
456118,292525,3160,367788
486399,307571,3347,367896
481067,304657,3319,368076
86193,26928,609,69431
484035,327986,3428,367644
167915,179380,2664,366852
65455,114631,2216,367932
9676,2326,109,45606
107314,170567,2589,367608
17457,7675,242,40474
42220,13184,356,54296
8222,2210,86,21831
16781,6761,167,30688
33388,14328,316,51864
29389,10075,252,55824
19515,6251,198,28141
40000,12289,399,57510
35347,11220,375,50798
149008,69503,1129,187988
20918,8253,256,32360
8929,2316,123,18757
11400,3797,162,22744
225549,168904,2169,348183
16076,7526,280,40156
210912,170459,2391,347639
14505,5950,227,60066
86198,103241,2027,348217
5643,3034,114,41010
19418,6791,269,58090
19707,5654,259,31028
35251,10596,334,40762
8192,2553,99,10326
21959,5253,148,29712
24460,7934,196,28364
27554,9382,224,35827
12912,2170,88,15846
11892,1863,111,17023
33997,10481,257,44376
26982,5597,163,30326
13745,2519,103,18243
14717,2218,104,16376
46354,14404,322,52075
29280,5182,145,27631
30819,5871,188,22350
90795,21716,458,81180
174142,99167,1657,268325
16377,6527,279,34312
12653,3553,170,32116
93430,81458,1740,268221
54136,12210,364,49236
36848,9450,237,36108
